Drug1_name,Drug1_CID,Drug2_name,Drug2_CID,HSA,Bliss,Loewe,ZIP,Source_DB,DB_ID
6-Thioguanine,2723601,Emcyt (Pharmacia),54611422,-12.13,-13.53,-32.77,-10.98,DrugcombPortal,430827
URACIL MUSTARD,6194,FULVESTRANT,104741,-0.83,-1.09,-1.68,-0.27,DrugcombDB,363876
Pralatrexate,148121,Trisenox,14888,1.25,-0.89,-1.67,-0.79,DrugcombPortal,280731
ENMD-2076,16041424,934593-90-5,16124726,-13.74,-2.54,-6.43,3.52,DrugcombPortal,1253354
Dexrazoxane,71384,Uramustine,6194,2.32,2.79,-4.69,-4.75,DrugcombPortal,378193
Vandetanib,3081361,Fulvestrant,104741,2.82,3.29,-6.22,1.08,DrugcombPortal,373171
CYCLOPHOSPHAMIDE,2907,IFOSFAMIDE,3690,-3.92,5.12,-3.72,7.28,DrugcombDB,168808
FLUDARABINE BASE,3367,MITOTANE,4211,-11.87,-2.52,-38.2,3.19,DrugcombDB,264572
ANASTROZOLE,2187,RUXOLITINIB,25126798,-14.18,35.45,-51.83,43.98,DrugcombDB,460447
VX-702,10341154,Sorafenib,216239,-6.45,-5.71,-9.12,2.55,DrugcombPortal,1419424
5-Fluoro-2'-deoxyuridine,5790,Nilotinib,644241,1.93,1.86,-16.83,-4.12,DrugcombPortal,141391
Y-39983 dihydrochloride 2/3 H2O,73013358,Lenalidomide,216326,-0.75,18.78,8.11,14.68,DrugcombPortal,1350017
DASATINIB,3062316,GELDANAMYCIN,5288382,-2.24,11.29,-20.91,12.67,DrugcombDB,64643
TRIETHYLENEMELAMINE,5799,MITOTANE,4211,0.06,5.51,-22.75,6.39,DrugcombDB,148199
Vemurafenib,42611257,mitoxantrone,4212,14.52,13.15,9.76,12.07,DrugcombPortal,314039
957054-30-7,17755052,AZD4547,51039095,1.22,-0.07,-2.28,-0.71,DrugcombPortal,1203895
CABAZITAXEL,9854073,CYTARABINE HYDROCHLORIDE,6252,-2.44,-6.39,-6.95,-7.66,DrugcombPortal,375982
Nutlin-3,216345,BI 2536,11364421,-19.93,-33.13,-6.27,-19.17,DrugcombPortal,1318725
GUANFACINE,3519,AMOXAPINE,2170,-12.86,-27.82,-12.86,-27.82,DrugcombDB,94719
VEMURAFENIB,42611257,CARBOPLATIN,426756,-7.35,-5.81,-12.14,-2.29,DrugcombDB,362181
mitomycin C,5746,Dasatinib,3062316,21.64,11.88,8.53,13.34,DrugcombPortal,37760
etoposide,36462,GSK 650394,25022668,-1.55,6.06,1.69,7.79,DrugcombPortal,1262035
841290-80-0,11213558,Elesclomol,300471,-5.12,-4.22,-5.7,-5.56,DrugcombPortal,1376021
DEXAMETHASONE,5743,BEZ-235,11977753,4.53,5.13,-21.81,3.64,DrugcombDB,60092
Vorinostat,5311,Dasatinib,3062316,6.11,-0.59,4.84,0.04,DrugcombPortal,41083
Crizotinib,11626560,49843-98-3,5113032,7.46,21.43,4.88,9.53,DrugcombPortal,1234342
ZM 336372,5730,EMBELIN,3218,-6.68,0.27,-15.77,-4.37,DrugcombPortal,1413642
VX-702,10341154,284028-89-3,135418940,-19.85,-26.57,-3.98,-12.89,DrugcombPortal,1407945
chlorambucil,2708,mitomycin C,5746,7.23,3.38,-4.83,4.07,DrugcombPortal,413290
Sunitinib,5329102,Eloxatin (TN),9887054,6.52,-6.89,4.05,-7.12,DrugcombPortal,84617
Dovitinib,135398510,303727-31-3,9950176,-29.58,-24.16,-15.39,-0.32,DrugcombPortal,1250514
LOMUSTINE,3950,CYCLOPHOSPHAMIDE,2907,1.13,2.86,-27.62,4.04,DrugcombDB,351081
NITISINONE,115355,TRIOXSALEN,5585,14.97,3.43,14.97,3.43,DrugcombDB,119142
methotrexate,126941,busulfan,2478,-3.41,-4.23,-37.18,-7.41,DrugcombPortal,281051
ADM hydrochloride,32874,dacarbazine,135398738,1.12,-1.64,0.51,-4.16,DrugcombPortal,164124
5-FU,3385,DASATINIB,3062316,14.34,9.25,13.31,5.56,DrugcombDB,18
PROCARBAZINE HYDROCHLORIDE,9703,NSC256439,42890,2.26,0.69,-11.04,0.45,DrugcombDB,442012
5-Fluorouracil,3385,Tamoxifen citrate,2733525,-7.59,-7.59,-12.26,-2.85,DrugcombPortal,341474
781661-94-7,11178236,841290-80-0,11213558,24.74,41.6,22.46,37.46,DrugcombPortal,1412877
ENMD-2076,16041424,nilutamide,4493,-25.71,-12.57,5.55,5.28,DrugcombPortal,1253878
hydroxyurea,3657,55-86-7,5935,1.0,1.16,-33.18,-5.33,DrugcombPortal,217029
Dasatinib,3062316,Co-V,439693,-3.59,1.69,5.13,3.7,DrugcombPortal,278642
1032350-13-2,46930998,Ku-0063794,16736978,-24.0,-21.15,-8.15,3.38,DrugcombPortal,1311714
THIOGUANINE,2723601,VEMURAFENIB,42611257,-8.9,-9.59,-12.9,-13.46,DrugcombDB,363271
CHEMBL277800,354624,Emcyt (Pharmacia),54611422,-7.33,2.78,-7.99,3.2,DrugcombPortal,148803
ZOLEDRONIC ACID,68740,PLICAMYCIN,163659,-1.95,-1.43,-3.17,-1.27,DrugcombDB,257457
clofibric acid,2797,SULBACTAM,130313,-10.8,-23.74,-10.81,-23.74,DrugcombPortal,110549
49843-98-3,5113032,844499-71-4,54708532,-15.55,44.36,3.1,28.57,DrugcombPortal,1267214
PF-04217903,17754438,JZL184,25021165,-34.26,-33.1,-6.61,-8.14,DrugcombPortal,1340484
BENDAMUSTINE HYDROCHLORIDE,77082,QUINACRINE HYDROCHLORIDE,6239,-2.92,-3.07,-30.6,-4.66,DrugcombDB,153348
CHEMBL17639,1546,NSC256439,42890,3.77,2.35,-5.83,-1.53,DrugcombPortal,432707
MITOMYCINE,5746,BEZ-235,11977753,5.34,-5.07,2.22,-4.52,DrugcombDB,53815
docetaxel,148124,Levetiracetam,5284583,2.96,2.54,2.88,2.54,DrugcombPortal,122176
AXITINIB,6450551,EXEMESTANE,60198,6.83,6.38,6.75,1.79,DrugcombDB,396920
THIOTEPA,5453,BENDAMUSTINE HYDROCHLORIDE,77082,-3.67,-3.36,-23.94,-5.66,DrugcombDB,180507
CYCLOPHOSPHAMIDE,2907,PD325901,9826528,4.42,7.85,-5.09,2.54,DrugcombDB,9628
actinomycin D,457193,7803-88-5,96312,-7.16,-8.98,-6.62,-4.44,DrugcombPortal,291547
MITHRAMYCIN,163659,methoxsalen,4114,-2.98,-4.23,-2.43,-1.08,DrugcombPortal,285955
RUXOLITINIB,25126798,FULVESTRANT,104741,-7.62,-6.16,-7.94,-1.21,DrugcombDB,373555
23541-50-6,62770,Retinoic acid,444795,-0.72,-1.95,-2.27,-1.86,DrugcombPortal,349620
5-FU,3385,MITOMYCINE,5746,2.29,-4.89,0.49,-5.53,DrugcombDB,413944
5-FU,3385,ZOLINZA,5311,4.81,-0.47,-1.77,-1.34,DrugcombDB,16222
GUANFACINE,3519,Pyrazine-2-carboxylic acid,1047,33.81,22.11,33.79,22.11,DrugcombPortal,120122
ZOLINZA,5311,MK-2206,24964624,5.34,2.01,0.03,3.36,DrugcombDB,75829
SORAFENIB,216239,NSC256439,42890,7.14,5.52,5.51,3.45,DrugcombDB,439041
SN-38,104842,MERCAPTOPURINE,667490,-5.51,-6.01,-8.02,-10.48,DrugcombDB,275354
ZOLINZA,5311,DASATINIB,3062316,12.62,8.0,10.0,6.16,DrugcombDB,75805
Fluspirilene,3396,Artesunate,6917864,-0.88,-1.84,-6.04,-1.37,DrugcombPortal,1456426
Vandetanib,3081361,"Azacytidine, 5-",1805,0.07,0.12,-1.3,-3.86,DrugcombPortal,397342
thiotepa,5453,hydroxyurea,3657,-1.24,-1.97,-0.77,-2.74,DrugcombPortal,148647
DEXAMETHASONE,5743,AZD1775,24856436,-5.13,-5.01,-36.51,-0.96,DrugcombDB,80771
THIOTEPA,5453,SORAFENIB,216239,-2.7,-2.55,-3.36,-2.12,DrugcombDB,240049
Vandetanib,3081361,Melphalan hydrochloride,9927978,2.46,4.55,-1.14,-1.06,DrugcombPortal,424137
RALOXIFENE,5035,PIPOBROMAN,4842,0.53,1.34,-0.26,0.63,DrugcombDB,241256
DEXRAZOXANE,71384,VINCRISTINE SULFATE,249332,-1.76,-1.85,-10.41,-7.36,DrugcombDB,170737
CABAZITAXEL,9854073,Romidepsin,5352062,-2.03,-5.47,-5.73,-4.6,DrugcombPortal,308215
MRK003,15953832,dexamethasone,5743,4.48,-3.4,3.9,-5.25,DrugcombPortal,38188
PD325901,9826528,BORTEZOMIB,387447,2.16,-0.1,-1.35,-0.82,DrugcombDB,43009
ZOLEDRONIC ACID,68740,CYCLOPHOSPHAMIDE,2907,-0.15,2.77,-3.06,-0.53,DrugcombDB,167463
AZD5363,25227436,957054-30-7,17755052,2.61,-6.05,0.96,-7.81,DrugcombPortal,1188038
BEZ-235,11977753,SORAFENIB,216239,6.0,0.54,1.85,0.12,DrugcombDB,32335
BENDAMUSTINE HYDROCHLORIDE,77082,METHOTREXATE,126941,-3.5,2.53,-81.82,4.93,DrugcombDB,278212
Nilotinib,644241,Vatalanib,151194,-10.26,-0.77,-2.64,12.11,DrugcombPortal,1316431
TETRABENAZINE,6018,PROBENECID,4911,4.85,-10.4,4.85,-10.4,DrugcombDB,113647
Daporinad,6914657,Darinaparsin,11683005,1.68,25.13,-0.48,15.75,DrugcombPortal,1273055
DEXRAZOXANE,71384,THALIDOMIDE,5426,-3.34,-1.06,-4.81,-5.99,DrugcombDB,374254
TIAGABINE,60648,METRONIDAZOLE,4173,-19.7,-31.23,-19.72,-31.23,DrugcombDB,96047
ZALTOPROFEN,5720,TEMOZOLOMIDE,5394,1.6,-2.02,1.6,-2.02,DrugcombDB,445770
Lapatinib,208908,SNS-032,3025986,-3.84,19.53,7.3,15.42,DrugcombPortal,1300212
GW 6471,446738,Panobinostat,6918837,2.78,4.05,-18.74,1.77,DrugcombPortal,449865
hydroxyurea,3657,ifosfamide,3690,-3.31,-1.82,-1.83,0.1,DrugcombPortal,140310
celecoxib,2662,methoxsalen,4114,-2.86,-3.15,-2.05,-0.95,DrugcombPortal,227586
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,IFOSFAMIDE,3690,-3.05,0.75,-2.57,3.07,DrugcombDB,228957
MK-4827,24958200,PD325901,9826528,-5.29,-9.92,-5.47,-7.48,DrugcombDB,31381
NAVELBINE DITARTRATE (TN),25136944,CHEMBL17639,1546,-3.66,-2.67,-3.17,-7.35,DrugcombDB,420440
Enzastaurin,176167,219580-11-7,1401,-49.99,-38.24,-12.17,1.23,DrugcombPortal,1257263
BMS-536924,135440466,GW 441756,9943465,-47.64,-63.42,-24.69,-20.01,DrugcombPortal,1222110
LENALIDOMIDE,216326,CHEMBL17639,1546,-0.98,0.79,-1.0,-0.81,DrugcombDB,418254
MELPHALAN HYDROCHLORIDE,9927978,MITOMYCINE,5746,3.66,6.72,3.3,2.55,DrugcombDB,413231
Vandetanib,3081361,Erlotinib hydrochloride,176871,10.62,7.71,9.58,6.71,DrugcombPortal,366926
Vandetanib,3081361,TOPOTECAN HYDROCHLORIDE,60699,-2.58,-3.6,-29.11,-7.57,DrugcombPortal,333393
actinomycin D,457193,Vincristine sulfate,249332,-2.37,-0.45,-10.51,-2.05,DrugcombPortal,157275
Sunitinib,5329102,CHEMBL1254007,15949613,-20.17,7.44,-16.0,-2.07,DrugcombPortal,1373308
BMS-536924,135440466,lfm-a13,54676905,-21.0,-31.78,-21.58,-20.62,DrugcombPortal,1222372
Tideglusib,11313622,Sorafenib,216239,-19.53,-21.47,1.35,-7.88,DrugcombPortal,1383815
Tanespimycin,6505803,RAF265,11656518,29.49,46.7,18.85,34.62,DrugcombPortal,1376689
Abiraterone,132971,actinomycin D,457193,37.25,41.35,38.18,40.48,DrugcombPortal,359586
Pemetrexed,135410875,Vemurafenib,42611257,-1.9,-3.04,-8.15,-5.97,DrugcombPortal,374070
BORTEZOMIB,387447,GELDANAMYCIN,5288382,16.56,17.26,-37.92,19.58,DrugcombDB,11706
Sunitinib,5329102,busulfan,2478,-0.51,-1.75,-0.56,-3.24,DrugcombPortal,166004
METFORMIN,4091,MK-2206,24964624,-2.62,-3.14,-4.17,-6.9,DrugcombDB,83699
etoposide,36462,Lenalidomide,216326,-10.25,-22.54,-10.66,-14.88,DrugcombPortal,1262562
Navitoclax,24978538,Lapatinib,208908,11.51,61.36,6.08,57.92,DrugcombPortal,1418042
NICLOSAMIDE,4477,CEFMENOXIME,9570757,-39.84,-45.12,-39.89,-45.12,DrugcombDB,111004
geldanamycin,5288382,Eloxatin (TN),9887054,2.62,1.48,-6.81,2.42,DrugcombPortal,7660
BI-78D3,2747117,Navitoclax,24978538,18.43,119.95,15.64,80.09,DrugcombPortal,1216250
docetaxel,148124,Zanosar,23615975,-4.16,-4.7,-24.77,-4.64,DrugcombPortal,221903
Silmitasertib,24748573,lfm-a13,54676905,5.38,-5.25,-1.37,-9.73,DrugcombPortal,1237745
thiotepa,5453,ifosfamide,3690,-6.43,1.46,-6.36,4.48,DrugcombPortal,171181
Perifosine,148177,EMBELIN,3218,-15.4,-10.22,-21.19,-8.04,DrugcombPortal,1337068
ICI-D7288,3938007,Ruxolitinib,25126798,-8.094,-5.901,-30.39,-1.596,DrugcombDB,488226
AZD1775,24856436,OXALIPLATIN,9887053,-3.77,-7.63,-7.15,-10.79,DrugcombDB,13984
EXEMESTANE,60198,Quinacrine hydrochloride,6239,1.8,0.87,-3.98,-4.24,DrugcombPortal,329388
Artenimol,3000518,Otilonium bromide,72092,2.766,6.944,-11.758,4.85,DrugcombDB,473926
DEXAMETHASONE,5743,MK-2206,24964624,8.91,7.42,7.66,0.62,DrugcombDB,21297
VISMODEGIB,24776445,QUINACRINE HYDROCHLORIDE,6239,13.25,14.72,7.42,12.25,DrugcombDB,331917
AXITINIB,6450551,ARSENIC TRIOXIDE,14888,-10.3,-10.24,-10.71,-6.3,DrugcombDB,394727
Tofacitinib,9926791,Panobinostat,6918837,-2.35,-8.01,-20.77,-5.41,DrugcombPortal,448749
TINIDAZOLE,5479,ISOSORBIDE DINITRATE,6883,1.07,-13.8,1.05,-13.8,DrugcombDB,110189
Vandetanib,3081361,CYTARABINE HYDROCHLORIDE,6252,-2.26,-2.7,-2.11,-2.89,DrugcombPortal,376029
FULVESTRANT,104741,34793-34-5,13988706,-5.64,1.3,-5.64,3.83,DrugcombDB,250025
TENIPOSIDE,452548,NSC 85998,23615975,3.0,2.16,-25.02,-0.05,DrugcombDB,392430
AZD5582,49847690,7-Ethyl-10-hydroxycamptothecin,104842,-8.34,17.54,-8.92,21.17,DrugcombPortal,1198863
GEMCITABINE,60750,DASATINIB,3062316,6.77,2.75,0.91,6.17,DrugcombDB,3113
Fingolimod,107970,841290-80-0,11213558,0.36,20.95,-2.87,18.91,DrugcombPortal,1271876
BGT-226 free base,11978790,chloroquine,2719,-0.01,-0.05,0.01,-0.05,DrugcombPortal,1460288
PENTAMIDINE,4735,TIZOXANIDE,394397,69.62,52.35,69.6,52.35,DrugcombDB,123899
Methylene blue,6099,Panobinostat,6918837,-1.017,1.879,-7.901,3.355,DrugcombDB,474385
Lapatinib,208908,Sorafenib,216239,13.83,4.04,9.08,3.77,DrugcombPortal,51305
MITHRAMYCIN,163659,IMIQUIMOD,57469,-1.3,1.37,-1.65,1.57,DrugcombPortal,167093
Bortezomib,387447,Veliparib,11960529,13.48,13.54,-44.01,15.51,DrugcombPortal,11691
Ku-0063794,16736978,Cardamonin,641785,-35.3,-32.75,-17.45,-8.86,DrugcombPortal,1297552
Antibiotic AY 22989,5284616,Fulvestrant,104741,0.45,1.28,0.07,0.38,DrugcombPortal,217960
Ramelteon,208902,Febuxostat,134018,-11.6,-25.75,-11.6,-25.75,DrugcombPortal,100477
ISONIAZID,3767,FLUVOXAMINE,5324346,-1.59,-17.89,-1.59,-17.89,DrugcombDB,110085
THIOTEPA,5453,NSC733504,6442177,-5.71,-3.34,-3.96,-6.01,DrugcombDB,275798
Sorafenib,216239,891494-63-6,46239015,0.59,-5.18,-4.41,-4.71,DrugcombPortal,18057
nilutamide,4493,BMS-536924,135440466,0.68,56.51,0.55,38.49,DrugcombPortal,1316929
MK-4541,59691338,Erlotinib,176870,-0.81,-4.53,-7.29,-4.2,DrugcombPortal,17498
Varenicline,170361,levamisole,26879,0.39,-13.88,0.37,-13.88,DrugcombPortal,109134
Sunitinib,5329102,Deforolimus,11520894,18.7,11.82,18.19,11.7,DrugcombPortal,8868
Nutlin-3,216345,Alisertib,24771867,-19.967,-15.583,-22.275,-3.924,DrugcombDB,491430
disulfiram,3117,chlorzoxazone,2733,11.59,5.39,11.51,5.39,DrugcombPortal,125277
ANASTROZOLE,2187,MERCAPTOPURINE,667490,0.24,-0.79,-0.26,-2.63,DrugcombDB,262127
METFORMIN,4091,SORAFENIB,216239,3.14,-3.26,0.09,9.74,DrugcombDB,88385
CYTARABINE HYDROCHLORIDE,6252,BUSULFAN,2478,1.26,-0.96,-15.53,4.46,DrugcombDB,194988
Fludarabine Base,3367,Lapatinib,208908,-2.95,-2.03,-4.69,-2.49,DrugcombPortal,140106
CANRENONE,13789,Febuxostat,134018,20.85,5.78,20.85,5.78,DrugcombPortal,118681
raloxifene,5035,cyclophosphamide,2907,-3.04,0.86,-2.37,2.57,DrugcombPortal,212799
doxorubicin,31703,MK-5108,24748204,11.47,-0.14,1.48,0.36,DrugcombPortal,80898
GLPG0187,53340771,BMS-754807,24785538,-5.335,-3.484,-44.935,-0.511,DrugcombDB,492148
HYDROCHLOROTHIAZIDE,3639,TEMOZOLOMIDE,5394,3.28,6.75,3.28,6.75,DrugcombDB,444780
Oridonin,5321010,Cytisine,10235,-1.294,3.272,-4.587,3.687,DrugcombDB,489982
ANTIBIOTIC AY 22989,5284616,ADM HYDROCHLORIDE,32874,-0.62,-1.01,-15.15,-9.37,DrugcombDB,252113
MK-1775,24856436,Dasatinib,3062316,-2.84,-0.89,-21.53,-0.52,DrugcombPortal,91464
PF-562271,11713159,Lapatinib,208908,15.77,8.91,6.39,8.95,DrugcombPortal,1342859
Lenalidomide,216326,hydroxyurea,3657,-0.01,-1.94,-0.09,-2.62,DrugcombPortal,398596
RAF265,11656518,BI 2536,11364421,-15.12,-13.66,-15.98,-8.79,DrugcombPortal,1227426
Stibogluconate,16683013,GSK 650394,25022668,-8.51,-8.07,-4.47,-0.69,DrugcombPortal,1440712
Fludarabine,657237,781661-94-7,11178236,-2.15,-5.28,-16.2,-7.31,DrugcombPortal,1278459
Lenalidomide,216326,AS-252424,11630874,-45.21,-38.86,-23.19,-4.52,DrugcombPortal,1301037
Ku-0063794,16736978,dorsomorphin,11524144,-13.45,4.23,-6.89,-1.01,DrugcombPortal,1296790
VEMURAFENIB,42611257,QUINACRINE HYDROCHLORIDE,6239,0.87,2.65,-11.51,1.2,DrugcombDB,331140
cisapride,6917698,tinidazole,5479,-7.67,-21.67,-7.69,-21.67,DrugcombPortal,101230
7-Ethyl-10-hydroxycamptothecin,104842,mitotane,4211,-2.25,0.31,-69.81,-0.98,DrugcombPortal,225391
PF-562271,11713159,MK-1775,24856436,-3.71,-7.09,-9.31,-15.2,DrugcombPortal,1343018
L778123,216453,BORTEZOMIB,387447,0.11,-0.83,-2.49,-3.53,DrugcombDB,26227
PD325901,9826528,GELDANAMYCIN,5288382,1.02,-2.28,-1.23,-2.19,DrugcombDB,1870
SUMATRIPTAN,5358,AMANTADINE,2130,-9.95,-25.35,-9.95,-25.35,DrugcombDB,99515
Decitabine,451668,Elesclomol,300471,-0.29,45.5,-26.98,32.77,DrugcombPortal,1245086
CRIZOTINIB,11626560,BLEOMYCIN,5360373,-12.43,-9.21,-19.11,-2.4,DrugcombDB,320126
AMINOLEVULINIC ACID HYDROCHLORIDE,123608,NSC256439,42890,7.25,7.5,6.1,6.73,DrugcombDB,432544
Stibogluconate,16683013,Indole-3-carbinol,3712,-12.7,-3.7,-17.29,14.62,DrugcombPortal,1416532
NSC141540,36462,ANTIBIOTIC AD 32,41744,0.69,-0.66,0.04,-8.08,DrugcombDB,317355
MK-4827,24958200,GELDANAMYCIN,5288382,7.99,8.42,5.89,4.47,DrugcombDB,12963
Vepesid J,36462,celecoxib,2662,5.38,5.01,-9.79,5.11,DrugcombPortal,311198
Vorinostat,5311,Artesunate,6917864,3.69,85.49,-4.75,83.53,DrugcombPortal,1452243
letrozole,3902,Pralatrexate,148121,0.37,-0.38,-5.49,0.27,DrugcombPortal,242490
"001, RAD",6442177,AZD7762,11152667,-18.7,-22.62,-3.3,-5.69,DrugcombPortal,1264577
Sorafenib,216239,Vatalanib,151194,3.0,16.22,2.34,9.93,DrugcombPortal,1364381
KN-62,5312126,Torin-1,49836027,0.077,-5.341,-5.025,-7.391,DrugcombDB,476661
zalcitabine,24066,Eltrombopag,135449332,21.45,18.2,21.45,18.2,DrugcombPortal,121505
ROSIGLITAZONE,77999,TACROLIMUS,445643,-8.73,-20.82,-8.73,-20.82,DrugcombDB,95601
PRALATREXATE,148121,MECHLORETHAMINE HYDROCHLORIDE,5935,2.6,4.21,-24.01,-1.15,DrugcombDB,135754
23541-50-6,62770,chlorambucil,2708,3.08,-2.58,-3.3,-2.11,DrugcombPortal,382274
Bortezomib,387447,"001, RAD",6442177,2.66,-0.04,-12.71,-0.58,DrugcombPortal,1223887
oseltamivir,65028,flutamide,3397,-15.4,-29.23,-15.4,-29.23,DrugcombPortal,106109
Ripasudil,9863672,Panobinostat,6918837,1.82,0.08,-10.46,1.13,DrugcombPortal,449087
CLOFARABINE,119182,FURAZOLIDONE,5323714,5.54,4.5,5.5,4.5,DrugcombDB,123855
URACIL MUSTARD,6194,VINBLASTINE SULFATE,241902,1.69,-1.65,-3.45,-3.06,DrugcombDB,395177
L778123,216453,TOPOTECAN,60700,4.87,2.63,3.26,3.08,DrugcombDB,58230
L778123,216453,MK-5108,24748204,-2.95,-12.87,-5.11,-12.97,DrugcombDB,88206
Tideglusib,11313622,"001, RAD",6442177,-5.93,-5.64,-6.92,-9.43,DrugcombPortal,1439244
MK-4541,59691338,ERLOTINIB,176870,-0.38,0.33,-12.61,-5.66,DrugcombDB,79333
Gefitinib,123631,Antibiotic AY 22989,5284616,10.4,5.98,-1.08,2.13,DrugcombPortal,315688
ANASTROZOLE,2187,AZACYTIDINE,9444,-20.91,-0.41,-23.66,6.69,DrugcombDB,244058
Reserpine,5770,Actinomycin D,457193,5.991,12.066,0.797,9.904,DrugcombDB,467856
TEMOZOLOMIDE,5394,SN-38,104842,4.67,11.22,-61.53,9.98,DrugcombDB,52364
TCS JNK 5a,766949,dorsomorphin,11524144,-28.13,-28.75,-8.2,-3.67,DrugcombPortal,1295168
METHOTREXATE,126941,AMIFOSTINE,2141,-14.94,-14.27,-35.25,-6.55,DrugcombDB,266471
riluzole,5070,argatroban,92722,9.63,-4.62,9.62,-4.62,DrugcombPortal,115813
Abiraterone,132971,5-Fluoro-2'-deoxyuridine,5790,-11.05,-12.48,-27.18,-6.87,DrugcombPortal,371982
VANDETANIB,3081361,PIPOBROMAN,4842,-7.32,-4.61,-8.85,-7.17,DrugcombDB,418607
7-Ethyl-10-hydroxycamptothecin,104842,Lapatinib,208908,1.86,4.78,-14.46,3.52,DrugcombPortal,297153
Ruxolitinib,25126798,ifosfamide,3690,-1.61,-3.19,-26.73,-4.92,DrugcombPortal,357171
Nutlin-3,216345,"001, RAD",6442177,-6.26,-14.46,1.77,-7.69,DrugcombPortal,1319427
Daporinad,6914657,Darinaparsin,11683005,20.33,43.67,11.06,33.01,DrugcombPortal,1273044
Uramustine,6194,Fludarabine Base,3367,-18.96,-17.88,-23.22,-10.95,DrugcombPortal,336937
Romidepsin,5352062,methoxsalen,4114,-4.22,-0.23,-0.87,2.19,DrugcombPortal,140203
PEMETREXED,135410875,PIPOBROMAN,4842,1.69,-1.35,-0.08,-6.74,DrugcombDB,176736
THIOGUANINE,2723601,HYDROXYUREA,3657,2.78,0.45,1.12,-0.77,DrugcombDB,392037
Zoledronic acid,68740,6-Mercaptopurine,667490,1.21,-0.04,-18.34,-1.12,DrugcombPortal,227699
thiotepa,5453,Dasatinib,3062316,-2.78,-2.29,-4.01,-6.92,DrugcombPortal,241051
Melphalan hydrochloride,9927978,5-Aminolevulinic acid hydrochloride,123608,0.6,-0.08,0.14,-6.19,DrugcombPortal,317971
DASATINIB,3062316,PROCARBAZINE HYDROCHLORIDE,9703,2.67,6.76,1.59,-0.39,DrugcombDB,275570
DEXAMETHASONE,5743,MK-5108,24748204,0.48,2.11,-6.96,-0.47,DrugcombDB,76315
DEXRAZOXANE,71384,BORTEZOMIB,387447,9.75,5.49,9.66,-2.31,DrugcombDB,304426
dacarbazine,135398738,temozolomide,5394,-0.98,0.91,-1.73,0.32,DrugcombPortal,418357
Cediranib,9933475,Cardamonin,641785,-11.73,-10.73,38.52,16.15,DrugcombPortal,1227203
Silmitasertib,24748573,218137-86-1,4248455,-57.15,-58.24,-88.12,-32.25,DrugcombPortal,1236668
RUXOLITINIB,25126798,FULVESTRANT,104741,2.18,1.28,2.3,-1.56,DrugcombDB,373527
Pralatrexate,148121,ADM hydrochloride,32874,-7.03,-10.04,-10.12,-6.03,DrugcombPortal,440398
Y-39983 dihydrochloride 2/3 H2O,73013358,QS11,42623900,-5.0,-10.69,21.99,6.08,DrugcombPortal,1350729
docetaxel,148124,Dasatinib,3062316,1.46,-6.79,1.16,-3.02,DrugcombPortal,1246326
acarbose,41774,RANOLAZINE,56959,44.54,31.28,44.54,31.28,DrugcombPortal,125836
Axitinib,6450551,158798-73-3,400633,-2.65,0.23,-3.94,0.61,DrugcombPortal,363226
Dovitinib,135398510,racemic-Tasocitinib,9818231,-4.51,10.86,-14.01,13.2,DrugcombPortal,1249568
PACLITAXEL,36314,MK-8669,11520894,5.52,-5.72,3.14,-7.5,DrugcombDB,54454
Vandetanib,3081361,MK-2206,24964624,6.05,10.47,5.57,1.85,DrugcombPortal,1205888
GSK 650394,25022668,JZL184,25021165,-39.43,-45.04,-12.07,-11.15,DrugcombPortal,1282558
Fulvestrant,104741,IMIQUIMOD,57469,-1.98,-0.23,-1.59,0.99,DrugcombPortal,280379
thiotepa,5453,hydroxyurea,3657,-2.54,-1.77,-32.15,-3.91,DrugcombPortal,152484
GW9662,644213,GSK0660,46233311,-21.9,-30.45,-6.13,-14.93,DrugcombPortal,1285404
Melphalan hydrochloride,9927978,actinomycin D,457193,4.27,4.25,4.64,-0.13,DrugcombPortal,347307
Triethylenemelamine,5799,ADM hydrochloride,32874,4.56,-0.55,0.92,-1.15,DrugcombPortal,437259
5-Aminolevulinic acid hydrochloride,123608,ADM hydrochloride,32874,-2.91,-4.1,-12.11,-2.93,DrugcombPortal,434678
ETOPOSIDE,36462,LAPATINIB,208908,10.07,5.95,8.25,3.89,DrugcombDB,14514
TEMOZOLOMIDE,5394,MK-4827,24958200,20.82,28.9,-3.87,34.51,DrugcombDB,52337
XL147,1893730,112648-68-7,104794,-10.91,-17.82,-21.69,-11.62,DrugcombPortal,1410949
Ibutilide,60753,itraconazole,55283,-3.24,-17.68,-3.24,-17.68,DrugcombPortal,110517
Ruxolitinib,25126798,Lapatinib,208908,-0.8,0.9,-0.61,0.1,DrugcombPortal,324332
CYTARABINE HYDROCHLORIDE,6252,ADM HYDROCHLORIDE,32874,-1.1,-2.73,-5.59,-3.73,DrugcombDB,187492
methoxsalen,4114,cis-Platin,441203,0.85,-0.43,-10.97,-4.56,DrugcombPortal,157962
Pazopanib hydrochloride,11525740,paclitaxel,36314,8.24,7.14,-3.18,3.51,DrugcombPortal,305860
ABIRATERONE,132971,METHOXSALEN,4114,8.67,10.07,1.39,7.11,DrugcombDB,348572
