cas_number,Drug_name,table_link,db_id,indication
53-43-0,Prasterone,1869X1659,DB01708,"DHEA is taken as a supplement for a variety of unsubstantiated indications. The following indications have shown promise and are backed up by some scientific evidence: schizophrenia (DHEA may be more effective in women than men); improving the appearance of older people’s skin (taking DHEA by mouth seems to increase skin thickness and moisture, and decrease facial “age spots” in elderly men and women); improving ability to achieve an erection in men with sexual dysfunction. Additionally, DHEA has shown promise in improving symptoms of lupus (SLE). Taking DHEA by mouth along with conventional treatment may help reduce the number of times symptoms flare up and may allow a reduction in the dose of prescription drugs needed. DHEA may also help SLE symptoms such as muscle ache and mouth ulcers. DHEA also seems to strengthen bones in SLE patients being treated with high-dose steroids (corticosteroids).  DHEA also shows promise in the treatment of osteoporosis. Taking DHEA by mouth daily seems to improve bone mineral density (BMD) in older women and men with osteoporosis or osteopenia (pre-osteoporosis). DHEA may also increase BMD in young women with the eating disorder called anorexia nervosa. DHEA is often prescribed in India for the induction of ovulation to improve chances of pregnancy."
740873-06-7,Naluzotan,1869X1769,,Investigated for use/treatment in anxiety disorders and depression.
54182-58-0,Sucralfate,1870X1619,DB00364,"For the short-term treatment (up to 8 weeks) of active duodenal ulcer, as well as maintenance therapy for duodenal ulcer patients at reduced dosage (1 gram twice a day) after healing of acute ulcers. Also used for the short-term treatment of gastric ulcer."
469-21-6,Doxylamine,1872X1619,DB00366,"Used alone as a short-term sleep aid, in combination with other drugs as a night-time cold and allergy relief drug. Also used in combination with Vitamin B6 (pyridoxine) to prevent morning sickness in pregnant women."
94-78-0,Phenazopyridine,1872X1651,,"For the symptomatic relief of pain, burning, urgency, frequency, and other discomforts arising from irritation of the lower urinary tract mucosa caused by infection, trauma, surgery, endoscopic procedures, or the passage of sounds or catheters."
70-00-8,Trifluridine,1873X1621,DB00432,"Ophthalmic solution for the treatment of primay keratoconjunctivitis and recurrent epithelial keratitis due to herpes simplex virus, types 1 and 2."
322-35-0,Benserazide,1874X1935,,"The primary therapeutic use for which benserazide is currently indicated for is as a combination therapy with levadopa for the treatment of Parkinson's disease in adults > 25 years of age, with the exception of drug-induced parkinsonism [F2, L2553].    At certain doses, the combination product of levodopa and benserazide may also be used to treat restless legs syndrome, which is sometimes associated with Parkinson's disease [L2553, T181].    There have also been some studies that have prompted the European Medicines Agency to confer orphan designation upon benserazide  hydrochloride as a potential therapy for beta thalassaemia [F3]. Although studies are ongoing, no evidence has been formally elucidated as of yet [F3]."
363-24-6,Dinoprostone,1875X1636,DB00917,"For the termination of pregnancy during the second trimester (from the 12th through the 20th gestational week as calculated from the first day of the last normal menstrual period), as well as for evacuation of the uterine contents in the management of missed abortion or intrauterine fetal death up to 28 weeks of gestational age as calculated from the first day of the last normal menstrual period. Also used in the management of nonmetastatic gestational trophoblastic disease (benign hydatidiform mole). Other indications include improving the cervical inducibility (cervical ""ripening"") in pregnant women at or near term with a medical or obstetrical need for labor induction, and the management of postpartum hemorrhage."
77-07-6,Levorphanol,1876X1634,DB00854,For the management of moderate to severe pain or as a preoperative medication where an opioid analgesic is appropriate.
163451-81-8,Teriflunomide,1876X1853,DB08880,Used in the treatment of relapsing forms of multiple sclerosis (MS).
73-48-3,Bendroflumethiazide,1877X1621,DB00436,For the treatment of high blood pressure and management of edema related to heart failure.
132-21-8,Dexbrompheniramine,1878X1619,DB00405,"For treatment and relief of symptoms of allergies, hay fever, and colds"
61-00-7,Acepromazine,1878X1655,,Acepromazine was first used in humans in the 1950s as an antipsychotic agent. It is now rarely used in humans. Acepromazine is frequently used in animals as a sedative and antiemetic. Its principal value is in quietening and calming anxious animals.
141758-74-9,Exenatide,1879X1646,,"Indicated as adjunctive therapy to improve glycemic control in patients with Type 2 diabetes mellitus who are taking metformin, a sulfonylurea, or a combination of both, but have not achieved adequate glycemic control."
706779-91-1,Pimavanserin,1879X1762,,"Investigated for use/treatment in neurologic disorders, parkinson's disease, psychosis, schizophrenia and schizoaffective disorders, and sleep disorders."
74863-84-6,Argatroban,1881X1615,DB00278,"Argatroban is indicated for prevention and treatment of thrombosis caused by heparin induced thrombocytopenia (HIT). It is also indicated for use in patients with, or at risk for, HIT who are undergoing percutaneous coronary intervention."
65-06-5,1-Testosterone,1881X1651,,
6893-02-3,Liothyronine,2250X1615,DB00279,"Used as replacement or supplemental therapy in patients with hypothyroidism of any etiology, except transient hypothyrodism during the recovery phase of subacute thyroiditis."
29908-03-0,Ademetionine,2251X1610,DB00118,"S-Adenosylmethionine (SAMe) is used as a drug in Europe for the treatment of depression, liver disorders, fibromyalgia, and osteoarthritis. It has also been introduced into the United States market as a dietary supplement for the support of bone and joint health, as well as mood and emotional well being."
29975-16-4,Estazolam,2251X1644,DB01215,"For the short-term management of insomnia characterized by difficulty in falling asleep, frequent nocturnal awakenings, and/or early morning awakenings."
11096-26-7,Erythropoietin,2252X1607,DB00016,"Indicated in adult and paediatric patients for the:     - treatment of anemia due to Chronic Kidney Disease (CKD) in patients on dialysis and not on dialysis.  - treatment of anemia due to zidovudine in patients with HIV-infection.   - treatment of anemia due to the effects of concomitant myelosuppressive chemotherapy, and upon initiation, there is a minimum of two additional months of planned chemotherapy.  - reduction of allogeneic RBC transfusions in patients undergoing elective, noncardiac, nonvascular surgery."
98319-26-7,Finasteride,2252X1644,DB01216,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness)."
151096-09-2,Moxifloxacin,2253X1613,DB00218,"For the treatment of sinus and lung infections such as sinusitis, pneumonia, and secondary infections in chronic bronchitis. Also for the treatment of bacterial conjunctivitis (pinkeye)."
208848-19-5,Freselestat,2254X1722,DB03925,Investigated for use/treatment in chronic obstructive pulmonary disease (COPD).
179324-69-7,Bortezomib,2255X1612,DB00188,For treatment of multiple myeloma in patients who have not been successfully treated with at least two previous therapies.
16960-16-0,Tetracosactide,2255X1646,,For use as a diagnostic agent in the screening of patients presumed to have adrenocortical insufficiency.
93413-69-5,Venlafaxine,2256X1615,DB00285,"For the management of major depressive disorder (MDD), generalized anxiety disorder (GAD), social anxiety disorder (social phobia), panic disorder with or without agoraphobia, vasomotor symptoms in women with breast cancer and in postmenopausal women, and neuropathic pain."
,Ginkgo biloba,2256X1648,,"Appears to be effective in: alleviating age-related memory impairment in some elderly people with mild to moderate age-related memory or cognitive impairment; improving cognitive function in healthy young to middle-aged people; improving symptoms of Alzheimer's, vascular or mixed dementia; improving damage to the visual field in patients with normal tension glaucoma; decreasing the number of painful attacks in patients with Raynaud's syndrome; and may improve symptoms of vertigo and dizziness in some patients."
24274-48-4,Cannabidivarin,2256X1955,,"Cannabidivarin does not currently have any FDA or Health Canada approved indications, however in October 2017 CBDV was given orphan designation by the European Medicines Agency for use in Rett Syndrome [L2952] and again in February 2018 for treatment of Fragile X Syndrome [L2951]."
57041-67-5,Desflurane,2257X1643,DB01189,For use as an inhalation agent for induction and/or maintenance of anesthesia for inpatient and outpatient surgery in adults.
198470-84-7,Parecoxib,2257X1839,,Used for short term perioperative pain control.
5949-44-0,Testosterone undecanoate,2257X1952,DB13946,"Testosterone undecanoate is indicated as a testosterone replacement therapy in adult males that present conditions of deficiency or absence of endogenous testosterone. The approved conditions for the use of testosterone undecanoate are 1) primary hypogonadism, defined as a testicular failure due to cryptorchidism, bilateral torsion, orchitis, vanishing testis syndrome, orchiectomy, Klinefelter's syndrome, chemotherapy or toxic damage from alcohol or heavy metals: or 2) hypogonadotropic hypogonadism caused by idiopathic gonadotropin or luteinizing hormone-releasing hormone deficiency or pituitary-hypothalamic injuries from tumors, trauma or radiation.[FDA label]"
138402-11-6,Irbesartan,2258X1638,DB01029,"For the treatment of hypertension, as well as diabetic nephropathy with an elevated serum creatinine and proteinuria (&gt;300 mg/day) in patients with type 2 diabetes and hypertension. Irbesartan is also used as a second line agent in the treatment of congestive heart failure."
25905-77-5,Minaprine,2259X1631,DB00805,For the treatment of depression
7757-82-6,Sodium sulfate,2259X1867,DB09472,indicated for bowel cleansing prior to colonoscopy or barium enema X-ray examination.
